CURRENCY,CODE,IS_RATE,BS_RATE,DATE,RAW_INGESTION_TS,INGESTION_TS
Myanmar Kyat,MMK,0.000659,0.000659,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.171689,0.171689,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.081395,0.081395,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.344337,0.344337,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Nigerian Naira,NGN,0.001037,0.001037,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.148274,0.148274,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.820066,0.820066,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.386299,1.386299,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.022267,0.022267,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.371857,0.371857,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.306199,0.306199,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.144573,0.144573,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.089902,1.089902,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.036615,0.036615,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.041806,0.041806,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.206121,0.206121,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.043702,0.043702,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000524,0.000524,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000366,0.000366,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.386299,1.386299,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.034395,0.034395,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Vietnamese Dong,VND,0.000053,0.000053,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.513445,0.513445,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.085939,0.085939,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.072638,0.072638,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.051987,0.051987,2026-08-31,2026-09-01T09:21:10.828359Z,2026-09-03T15:55:03.852587Z
United Arab Emirates Dirham,AED,0.379514,0.373206,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Netherlands Antilles Guilder,ANG,0.778732,0.765782,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Argentine Peso,ARS,0.00097,0.000944,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Australian Dollar,AUD,0.91537,0.914084,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Barbados Dollar,BBD,0.696965,0.685375,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Bermuda Dollar,BMD,1.393934,1.370749,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Brunei Dollar,BND,1.075653,1.065901,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Brazilian Real,BRL,0.258343,0.250148,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Bahamian Dollar,BSD,1.393934,1.370749,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Belize Dollar,BZD,0.696965,0.685375,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Swiss Franc,CHF,1.744452,1.7302,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Chilean Peso,CLP,0.001493,0.00152,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Chinese Renminbi (Offshore),CNH,0.196613,0.196384,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Chinese Yuan Renminbi,CNY,0.196632,0.196153,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Columbian Peso,COP,0.000365,0.000363,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Cuban Peso,CUP,0.05808,0.057115,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Czech Koruna,CZK,0.066863,0.066601,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Danish Krone,DKK,0.217287,0.21554,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Dominican Republic Peso,DOP,0.021989,0.021737,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Egyptian Pound,EGP,0.02935,0.028737,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
European Monetary Unit,EUR,1.6228,1.609878,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Pound Sterling,GBP,1.854441,1.843726,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Guyana Dollar,GYD,0.006663,0.006554,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Hong Kong Dollar,HKD,0.179222,0.17611,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Haitian Gourde,HTG,0.010668,0.010489,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Hungarian Forint,HUF,0.004199,0.004193,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Indonesian Rupiah,IDR,0.000084,0.000082,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Israeli Shekel,ILS,0.428691,0.430093,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Indian Rupees,INR,0.015644,0.015251,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Jamaican Dollar,JMD,0.008697,0.008626,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Jordan Dinar,JOD,1.967079,1.933357,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Japanese Yen,JPY,0.009047,0.008745,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Kenya Shilling,KES,0.010788,0.010626,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Cambodia Riel,KHR,0.000347,0.000342,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
South Korean Won,KRW,0.000963,0.000952,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Kuwait Dinar,KWD,4.542729,4.457719,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Cayman Island Dollar,KYD,1.699914,1.671645,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Sri Lanka Rupee,LKR,0.004552,0.004427,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Myanmar Kyat,MMK,0.000663,0.000652,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.174002,0.17098,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.076178,0.07624,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.335661,0.33779,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.138142,0.135895,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.799833,0.78825,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.393934,1.370749,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.023746,0.023299,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.383133,0.381272,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.318911,0.316023,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.148247,0.148691,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.075653,1.065901,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.036083,0.035953,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.043334,0.043509,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.206598,0.202535,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.044894,0.043626,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000568,0.000557,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000394,0.000379,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.393934,1.370749,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.035186,0.035098,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Vietnamese Dong,VND,0.000053,0.000052,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.516271,0.507685,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.081492,0.082725,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.061205,0.061955,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.052676,0.05276,2025-12-31,2026-03-04T12:09:24.130547Z,2026-09-03T15:55:03.852587Z
United Arab Emirates Dirham,AED,0.379514,0.373206,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Netherlands Antilles Guilder,ANG,0.778732,0.765782,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Argentine Peso,ARS,0.00097,0.000944,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Australian Dollar,AUD,0.91537,0.914084,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Barbados Dollar,BBD,0.696965,0.685375,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Bermuda Dollar,BMD,1.393934,1.370749,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Brunei Dollar,BND,1.075653,1.065901,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Brazilian Real,BRL,0.258343,0.250148,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Bahamian Dollar,BSD,1.393934,1.370749,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Belize Dollar,BZD,0.696965,0.685375,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Swiss Franc,CHF,1.744452,1.7302,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Chilean Peso,CLP,0.001493,0.00152,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Chinese Renminbi (Offshore),CNH,0.196613,0.196384,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Chinese Yuan Renminbi,CNY,0.196632,0.196153,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Columbian Peso,COP,0.000365,0.000363,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Cuban Peso,CUP,0.05808,0.057115,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Czech Koruna,CZK,0.066863,0.066601,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Danish Krone,DKK,0.217287,0.21554,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Dominican Republic Peso,DOP,0.021989,0.021737,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Egyptian Pound,EGP,0.02935,0.028737,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
European Monetary Unit,EUR,1.6228,1.609878,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Pound Sterling,GBP,1.854441,1.843726,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Guyana Dollar,GYD,0.006663,0.006554,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Hong Kong Dollar,HKD,0.179222,0.17611,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Haitian Gourde,HTG,0.010668,0.010489,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Hungarian Forint,HUF,0.004199,0.004193,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Indonesian Rupiah,IDR,0.000084,0.000082,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Israeli Shekel,ILS,0.428691,0.430093,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Indian Rupees,INR,0.015644,0.015251,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Jamaican Dollar,JMD,0.008697,0.008626,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Jordan Dinar,JOD,1.967079,1.933357,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Japanese Yen,JPY,0.009047,0.008745,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Kenya Shilling,KES,0.010788,0.010626,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Cambodia Riel,KHR,0.000347,0.000342,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
South Korean Won,KRW,0.000963,0.000952,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Kuwait Dinar,KWD,4.542729,4.457719,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Cayman Island Dollar,KYD,1.699914,1.671645,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Sri Lanka Rupee,LKR,0.004552,0.004427,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Myanmar Kyat,MMK,0.000663,0.000652,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.174002,0.17098,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.076178,0.07624,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.335661,0.33779,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.138142,0.135895,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.799833,0.78825,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.393934,1.370749,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.023746,0.023299,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.383133,0.381272,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.318911,0.316023,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.148247,0.148691,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.075653,1.065901,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.036083,0.035953,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.043334,0.043509,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.206598,0.202535,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.044894,0.043626,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000568,0.000557,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000394,0.000379,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.393934,1.370749,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.035186,0.035098,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Vietnamese Dong,VND,0.000053,0.000052,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
East Caribbean Dollar,XCD,0.516271,0.507685,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
South African Rand,ZAR,0.081492,0.082725,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Zambian Kwacha,ZMW,0.061205,0.061955,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
Zimbabwe Gold,ZWG,0.052676,0.05276,2025-12-31,2026-04-30T11:19:37.061155Z,2026-09-03T15:55:03.852587Z
United Arab Emirates Dirham,AED,0.381957,0.381957,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Netherlands Antilles Guilder,ANG,0.783715,0.783715,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Argentine Peso,ARS,0.000942,0.000942,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Australian Dollar,AUD,0.985292,0.985292,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Barbados Dollar,BBD,0.701425,0.701425,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Bermuda Dollar,BMD,1.402849,1.402849,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Brunei Dollar,BND,1.092733,1.092733,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Brazilian Real,BRL,0.276116,0.276116,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Bahamian Dollar,BSD,1.402849,1.402849,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Belize Dollar,BZD,0.701425,0.701425,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Swiss Franc,CHF,1.733947,1.733947,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Chilean Peso,CLP,0.001511,0.001511,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Chinese Renminbi (Offshore),CNH,0.207725,0.207725,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Chinese Yuan Renminbi,CNY,0.207905,0.207905,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Columbian Peso,COP,0.000446,0.000446,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Cuban Peso,CUP,0.058452,0.058452,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Czech Koruna,CZK,0.0667,0.0667,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Danish Krone,DKK,0.215931,0.215931,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Dominican Republic Peso,DOP,0.024133,0.024133,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Egyptian Pound,EGP,0.027426,0.027426,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
European Monetary Unit,EUR,1.614049,1.614049,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Pound Sterling,GBP,1.887886,1.887886,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Guyana Dollar,GYD,0.006693,0.006693,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Hong Kong Dollar,HKD,0.178898,0.178898,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Haitian Gourde,HTG,0.01075,0.01075,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Hungarian Forint,HUF,0.004427,0.004427,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Indonesian Rupiah,IDR,0.000078,0.000078,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Israeli Shekel,ILS,0.458126,0.458126,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Indian Rupees,INR,0.014703,0.014703,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Jamaican Dollar,JMD,0.008863,0.008863,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Jordan Dinar,JOD,1.978631,1.978631,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Japanese Yen,JPY,0.00881,0.00881,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Kenya Shilling,KES,0.010858,0.010858,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Cambodia Riel,KHR,0.000347,0.000347,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
South Korean Won,KRW,0.000984,0.000984,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Kuwait Dinar,KWD,4.534099,4.534099,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Cayman Island Dollar,KYD,1.710794,1.710794,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Sri Lanka Rupee,LKR,0.004179,0.004179,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Myanmar Kyat,MMK,0.000666,0.000666,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Macau Pataca,MOP,0.173688,0.173688,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Mexican Peso,MXN,0.080854,0.080854,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Malaysian Ringgit,MYR,0.343289,0.343289,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Norwegian Krone,NOK,0.147914,0.147914,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
New Zealand Dollar,NZD,0.824385,0.824385,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Panamanian Balboa,PAB,1.402849,1.402849,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Philippine Peso,PHP,0.022915,0.022915,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Polish Zloty,PLN,0.374753,0.374753,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Romanian Leu,RON,0.307683,0.307683,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Swedish Krona,SEK,0.147049,0.147049,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Singapore Dollar,SGD,1.092733,1.092733,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Suriname Dollar,SRD,0.037211,0.037211,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Thai Baht,THB,0.042011,0.042011,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Trinidad and Tobago Dollar,TTD,0.206841,0.206841,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
New Taiwan Dollar,TWD,0.043406,0.043406,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Tanzanian Shilling,TZS,0.000531,0.000531,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Uganda Shilling,UGX,0.000375,0.000375,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
U.S.Dollar,USD,1.402849,1.402849,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
Uruguayan Peso,UYU,0.034875,0.034875,2026-07-31,2026-08-01T09:03:53.740579Z,2026-09-03T15:55:03.852587Z
